experiment,run,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,acc_6,acc_7,acc_8,acc_9,acc_10
agnews_2000_pfeiffer_random_100,16,0.964,0.959,0.95,0.952,0.943,0.933,0.947,0.943,0.952,0.947,0.959
agnews_2000_pfeiffer_random_50,1,0.971,0.957,0.955,0.945,0.952,0.933,0.947,0.955,0.964,0.945,0.957
agnews_2000_pfeiffer_random_50,2,0.964,0.952,0.957,0.952,0.95,0.933,0.945,0.947,0.959,0.962,0.952
agnews_2000_pfeiffer_random_50,3,0.964,0.952,0.962,0.952,0.95,0.935,0.952,0.952,0.952,0.964,0.959
agnews_2000_pfeiffer_random_50,4,0.974,0.952,0.955,0.959,0.962,0.938,0.964,0.959,0.962,0.964,0.967
agnews_2000_pfeiffer_random_50,5,0.969,0.955,0.964,0.955,0.952,0.94,0.955,0.952,0.967,0.959,0.969
agnews_2000_pfeiffer_random_50,6,0.957,0.957,0.962,0.957,0.962,0.943,0.955,0.945,0.957,0.957,0.952
agnews_2000_pfeiffer_random_50,7,0.969,0.955,0.964,0.959,0.955,0.931,0.947,0.945,0.952,0.952,0.957
agnews_2000_pfeiffer_random_50,8,0.969,0.952,0.957,0.959,0.959,0.938,0.95,0.95,0.959,0.957,0.962
agnews_2000_pfeiffer_random_50,9,0.967,0.95,0.952,0.955,0.955,0.935,0.952,0.952,0.952,0.95,0.957
agnews_2000_pfeiffer_random_50,10,0.967,0.955,0.945,0.95,0.95,0.933,0.947,0.933,0.947,0.945,0.959
agnews_2000_pfeiffer_random_50,11,0.964,0.955,0.952,0.943,0.952,0.935,0.945,0.947,0.955,0.95,0.952
agnews_2000_pfeiffer_random_50,12,0.971,0.945,0.957,0.955,0.952,0.933,0.947,0.952,0.95,0.955,0.955
agnews_2000_pfeiffer_random_50,13,0.967,0.947,0.95,0.952,0.947,0.933,0.943,0.95,0.962,0.959,0.952
agnews_2000_pfeiffer_random_50,14,0.964,0.95,0.959,0.955,0.952,0.933,0.943,0.943,0.959,0.947,0.947
agnews_2000_pfeiffer_random_50,15,0.967,0.952,0.952,0.957,0.952,0.935,0.947,0.947,0.959,0.952,0.95
agnews_2000_pfeiffer_random_50,16,0.964,0.957,0.957,0.947,0.952,0.938,0.947,0.947,0.947,0.945,0.955
agnews_2000_pfeiffer_random_500,1,0.971,0.957,0.95,0.94,0.945,0.94,0.95,0.952,0.959,0.943,0.962
agnews_2000_pfeiffer_random_500,2,0.964,0.952,0.952,0.945,0.943,0.928,0.943,0.938,0.947,0.955,0.955
agnews_2000_pfeiffer_random_500,3,0.964,0.952,0.959,0.952,0.95,0.94,0.955,0.95,0.962,0.969,0.964
agnews_2000_pfeiffer_random_500,4,0.974,0.952,0.957,0.957,0.95,0.933,0.962,0.955,0.962,0.969,0.964
agnews_2000_pfeiffer_random_500,5,0.969,0.957,0.952,0.957,0.95,0.938,0.95,0.947,0.969,0.962,0.959
agnews_2000_pfeiffer_random_500,6,0.957,0.957,0.964,0.952,0.947,0.938,0.952,0.94,0.952,0.95,0.959
agnews_2000_pfeiffer_random_500,7,0.969,0.95,0.964,0.957,0.952,0.938,0.947,0.95,0.964,0.959,0.962
agnews_2000_pfeiffer_random_500,8,0.969,0.952,0.959,0.957,0.959,0.935,0.955,0.955,0.964,0.959,0.962
agnews_2000_pfeiffer_random_500,9,0.967,0.952,0.947,0.955,0.952,0.935,0.947,0.95,0.959,0.952,0.967
agnews_2000_pfeiffer_random_500,10,0.967,0.955,0.952,0.945,0.952,0.933,0.95,0.933,0.957,0.955,0.959
agnews_2000_pfeiffer_random_500,11,0.964,0.952,0.94,0.945,0.95,0.938,0.94,0.945,0.952,0.945,0.95
agnews_2000_pfeiffer_random_500,12,0.971,0.945,0.957,0.95,0.955,0.94,0.95,0.945,0.957,0.95,0.955
agnews_2000_pfeiffer_random_500,13,0.967,0.947,0.95,0.957,0.957,0.928,0.947,0.945,0.962,0.959,0.955
agnews_2000_pfeiffer_random_500,14,0.964,0.95,0.955,0.955,0.952,0.935,0.947,0.947,0.964,0.959,0.952
agnews_2000_pfeiffer_random_500,15,0.967,0.955,0.962,0.952,0.95,0.94,0.947,0.947,0.952,0.952,0.957
agnews_2000_pfeiffer_random_500,16,0.964,0.957,0.957,0.952,0.947,0.935,0.945,0.95,0.945,0.955,0.952
agnews_2000_pfeiffer_uncertainty_10,1,0.971,0.964,0.964,0.957,0.964,0.955,0.955,0.945,0.959,0.589,0.959
agnews_2000_pfeiffer_uncertainty_10,2,0.964,0.957,0.957,0.969,0.971,0.95,0.967,0.955,0.955,0.967,0.959
agnews_2000_pfeiffer_uncertainty_10,3,0.964,0.959,0.964,0.959,0.959,0.921,0.947,0.95,0.952,0.947,0.95
agnews_2000_pfeiffer_uncertainty_10,4,0.974,0.974,0.962,0.955,0.962,0.935,0.947,0.967,0.964,0.555,0.95
agnews_2000_pfeiffer_uncertainty_10,5,0.969,0.959,0.962,0.964,0.955,0.938,0.959,0.952,0.952,0.964,0.813
agnews_2000_pfeiffer_uncertainty_10,6,0.957,0.962,0.955,0.962,0.967,0.962,0.962,0.967,0.868,0.878,0.914
agnews_2000_pfeiffer_uncertainty_10,7,0.969,0.964,0.957,0.962,0.971,0.629,0.945,0.94,0.95,0.916,0.952
agnews_2000_pfeiffer_uncertainty_10,8,0.969,0.959,0.971,0.964,0.95,0.959,0.962,0.967,0.957,0.962,0.909
agnews_2000_pfeiffer_uncertainty_10,9,0.967,0.957,0.962,0.962,0.955,0.962,0.957,0.969,0.95,0.955,0.955
agnews_2000_pfeiffer_uncertainty_10,10,0.967,0.964,0.952,0.957,0.952,0.947,0.955,0.952,0.955,0.945,0.959
agnews_2000_pfeiffer_uncertainty_10,11,0.964,0.959,0.95,0.95,0.945,0.943,0.947,0.902,0.952,0.959,0.962
agnews_2000_pfeiffer_uncertainty_10,12,0.971,0.967,0.959,0.955,0.945,0.964,0.945,0.955,0.955,0.892,0.969
agnews_2000_pfeiffer_uncertainty_10,13,0.967,0.955,0.962,0.962,0.967,0.957,0.964,0.931,0.95,0.955,0.957
agnews_2000_pfeiffer_uncertainty_10,14,0.964,0.959,0.947,0.955,0.95,0.957,0.959,0.959,0.964,0.962,0.967
agnews_2000_pfeiffer_uncertainty_10,15,0.967,0.95,0.959,0.967,0.952,0.962,0.952,0.947,0.959,0.967,0.926
agnews_2000_pfeiffer_uncertainty_10,16,0.964,0.955,0.955,0.959,0.962,0.952,0.962,0.95,0.95,0.959,0.955
agnews_2000_pfeiffer_uncertainty_100,1,0.967,0.962,0.959,0.955,0.964,0.967,0.967,0.957,0.962,0.962,0.938
agnews_2000_pfeiffer_uncertainty_100,2,0.964,0.955,0.952,0.967,0.962,0.955,0.907,0.952,0.94,0.947,0.813
agnews_2000_pfeiffer_uncertainty_100,3,0.964,0.959,0.959,0.957,0.964,0.964,0.964,0.967,0.967,0.943,0.955
agnews_2000_pfeiffer_uncertainty_100,4,0.974,0.976,0.962,0.959,0.964,0.931,0.95,0.947,0.957,0.842,0.926
agnews_2000_pfeiffer_uncertainty_100,5,0.969,0.962,0.959,0.957,0.952,0.957,0.952,0.962,0.955,0.957,0.947
agnews_2000_pfeiffer_uncertainty_100,6,0.957,0.957,0.957,0.952,0.959,0.947,0.945,0.95,0.945,0.914,0.957
agnews_2000_pfeiffer_uncertainty_100,7,0.969,0.959,0.959,0.964,0.95,0.95,0.919,0.962,0.947,0.962,0.94
agnews_2000_pfeiffer_uncertainty_100,8,0.969,0.959,0.964,0.967,0.964,0.967,0.957,0.955,0.967,0.931,0.852
agnews_2000_pfeiffer_uncertainty_100,9,0.967,0.952,0.967,0.962,0.962,0.957,0.947,0.955,0.957,0.945,0.955
agnews_2000_pfeiffer_uncertainty_100,10,0.967,0.964,0.957,0.952,0.955,0.964,0.842,0.955,0.964,0.742,0.957
agnews_2000_pfeiffer_uncertainty_100,11,0.964,0.957,0.952,0.959,0.962,0.95,0.95,0.94,0.959,0.957,0.928
agnews_2000_pfeiffer_uncertainty_100,12,0.971,0.967,0.959,0.959,0.955,0.957,0.923,0.952,0.94,0.955,0.957
agnews_2000_pfeiffer_uncertainty_100,13,0.967,0.959,0.962,0.955,0.959,0.952,0.962,0.959,0.964,0.947,0.947
agnews_2000_pfeiffer_uncertainty_100,14,0.964,0.962,0.959,0.962,0.962,0.6,0.911,0.957,0.959,0.962,0.962
agnews_2000_pfeiffer_uncertainty_100,15,0.967,0.95,0.969,0.967,0.969,0.969,0.955,0.969,0.959,0.962,0.952
agnews_2000_pfeiffer_uncertainty_100,16,0.964,0.952,0.95,0.955,0.957,0.962,0.959,0.95,0.945,0.952,0.957
agnews_2000_pfeiffer_uncertainty_50,1,0.971,0.969,0.962,0.964,0.957,0.904,0.962,0.969,0.962,0.679,0.959
agnews_2000_pfeiffer_uncertainty_50,2,0.964,0.952,0.957,0.959,0.955,0.962,0.952,0.957,0.952,0.902,0.955
agnews_2000_pfeiffer_uncertainty_50,3,0.964,0.957,0.964,0.962,0.974,0.964,0.962,0.962,0.538,0.967,0.957
agnews_2000_pfeiffer_uncertainty_50,4,0.974,0.976,0.957,0.952,0.957,0.959,0.962,0.957,0.641,0.935,0.957
agnews_2000_pfeiffer_uncertainty_50,5,0.969,0.957,0.957,0.962,0.959,0.957,0.95,0.945,0.959,0.959,0.959
agnews_2000_pfeiffer_uncertainty_50,6,0.957,0.957,0.964,0.957,0.955,0.969,0.959,0.971,0.971,0.971,0.591
agnews_2000_pfeiffer_uncertainty_50,7,0.969,0.962,0.952,0.969,0.969,0.914,0.955,0.967,0.959,0.514,0.967
agnews_2000_pfeiffer_uncertainty_50,8,0.969,0.959,0.955,0.959,0.967,0.955,0.957,0.959,0.957,0.957,0.581
agnews_2000_pfeiffer_uncertainty_50,9,0.967,0.955,0.964,0.959,0.969,0.969,0.969,0.971,0.888,0.962,0.967
agnews_2000_pfeiffer_uncertainty_50,10,0.967,0.964,0.957,0.952,0.955,0.947,0.959,0.964,0.955,0.952,0.955
agnews_2000_pfeiffer_uncertainty_50,11,0.964,0.959,0.957,0.957,0.962,0.959,0.541,0.959,0.959,0.931,0.916
agnews_2000_pfeiffer_uncertainty_50,12,0.971,0.964,0.959,0.952,0.955,0.95,0.959,0.964,0.888,0.957,0.952
agnews_2000_pfeiffer_uncertainty_50,13,0.967,0.959,0.962,0.957,0.957,0.962,0.967,0.959,0.574,0.945,0.938
agnews_2000_pfeiffer_uncertainty_50,14,0.964,0.964,0.95,0.957,0.955,0.955,0.959,0.945,0.947,0.947,0.964
agnews_2000_pfeiffer_uncertainty_50,15,0.967,0.947,0.962,0.959,0.962,0.967,0.955,0.959,0.967,0.94,0.959
agnews_2000_pfeiffer_uncertainty_50,16,0.964,0.955,0.957,0.962,0.952,0.957,0.957,0.952,0.957,0.914,0.959
agnews_2000_pfeiffer_uncertainty_500,1,0.971,0.964,0.964,0.962,0.955,0.943,0.938,0.964,0.971,0.964,0.895
agnews_2000_pfeiffer_uncertainty_500,2,0.964,0.95,0.959,0.957,0.964,0.959,0.959,0.959,0.921,0.95,0.964
agnews_2000_pfeiffer_uncertainty_500,3,0.964,0.95,0.959,0.959,0.962,0.959,0.95,0.952,0.962,0.914,0.959
agnews_2000_pfeiffer_uncertainty_500,4,0.974,0.971,0.962,0.957,0.967,0.969,0.962,0.677,0.955,0.962,0.964
agnews_2000_pfeiffer_uncertainty_500,5,0.969,0.962,0.959,0.959,0.947,0.962,0.964,0.766,0.957,0.962,0.957
agnews_2000_pfeiffer_uncertainty_500,6,0.957,0.962,0.964,0.964,0.955,0.945,0.95,0.95,0.656,0.971,0.955
agnews_2000_pfeiffer_uncertainty_500,7,0.969,0.959,0.957,0.962,0.959,0.957,0.945,0.95,0.947,0.95,0.945
agnews_2000_pfeiffer_uncertainty_500,8,0.969,0.962,0.962,0.964,0.959,0.962,0.945,0.967,0.907,0.957,0.952
agnews_2000_pfeiffer_uncertainty_500,9,0.967,0.952,0.964,0.957,0.957,0.959,0.967,0.957,0.957,0.955,0.955
agnews_2000_pfeiffer_uncertainty_500,10,0.967,0.959,0.947,0.957,0.957,0.959,0.859,0.945,0.959,0.955,0.684
agnews_2000_pfeiffer_uncertainty_500,11,0.964,0.955,0.964,0.955,0.95,0.952,0.947,0.947,0.947,0.952,0.95
agnews_2000_pfeiffer_uncertainty_500,12,0.971,0.967,0.955,0.964,0.964,0.962,0.909,0.943,0.964,0.586,0.964
agnews_2000_pfeiffer_uncertainty_500,13,0.967,0.959,0.959,0.962,0.964,0.964,0.957,0.964,0.713,0.945,0.957
agnews_2000_pfeiffer_uncertainty_500,14,0.964,0.962,0.947,0.95,0.969,0.962,0.957,0.95,0.959,0.907,0.792
agnews_2000_pfeiffer_uncertainty_500,15,0.967,0.947,0.964,0.967,0.964,0.952,0.955,0.95,0.955,0.632,0.955
agnews_2000_pfeiffer_uncertainty_500,16,0.964,0.952,0.955,0.957,0.957,0.957,0.931,0.955,0.957,0.861,0.955
agnews_2000_pfeifferinv_diversity_10,1,0.957,0.962,0.964,0.957,0.964,0.931,0.964,0.962,0.955,0.955,0.957
agnews_2000_pfeifferinv_diversity_10,2,0.959,0.943,0.959,0.959,0.964,0.95,0.964,0.964,0.962,0.964,0.964
agnews_2000_pfeifferinv_diversity_10,3,0.959,0.952,0.957,0.962,0.959,0.955,0.969,0.974,0.974,0.971,0.967
agnews_2000_pfeifferinv_diversity_10,4,0.971,0.962,0.967,0.967,0.964,0.957,0.967,0.964,0.962,0.967,0.962
agnews_2000_pfeifferinv_diversity_10,5,0.969,0.957,0.945,0.962,0.959,0.947,0.964,0.964,0.957,0.974,0.959
agnews_2000_pfeifferinv_diversity_10,6,0.962,0.955,0.952,0.95,0.957,0.943,0.959,0.962,0.957,0.967,0.959
agnews_2000_pfeifferinv_diversity_10,7,0.967,0.952,0.957,0.955,0.967,0.95,0.962,0.967,0.959,0.957,0.952
agnews_2000_pfeifferinv_diversity_10,8,0.967,0.957,0.964,0.955,0.964,0.955,0.959,0.971,0.969,0.967,0.964
agnews_2000_pfeifferinv_diversity_10,9,0.959,0.955,0.962,0.962,0.955,0.935,0.957,0.969,0.957,0.971,0.962
agnews_2000_pfeifferinv_diversity_10,10,0.969,0.952,0.964,0.957,0.964,0.959,0.969,0.964,0.959,0.962,0.959
agnews_2000_pfeifferinv_diversity_10,11,0.962,0.957,0.959,0.964,0.959,0.957,0.964,0.969,0.962,0.964,0.967
agnews_2000_pfeifferinv_diversity_10,12,0.964,0.959,0.955,0.955,0.964,0.952,0.964,0.971,0.964,0.952,0.964
agnews_2000_pfeifferinv_diversity_10,13,0.959,0.943,0.964,0.952,0.955,0.95,0.967,0.964,0.957,0.967,0.962
agnews_2000_pfeifferinv_diversity_10,14,0.967,0.955,0.959,0.962,0.959,0.95,0.955,0.959,0.957,0.974,0.962
agnews_2000_pfeifferinv_diversity_10,15,0.967,0.964,0.959,0.959,0.959,0.957,0.957,0.959,0.962,0.969,0.964
agnews_2000_pfeifferinv_diversity_10,16,0.969,0.955,0.962,0.957,0.964,0.959,0.971,0.969,0.959,0.964,0.964
agnews_2000_pfeifferinv_diversity_100,1,0.962,0.957,0.964,0.967,0.969,0.95,0.959,0.971,0.964,0.971,0.962
agnews_2000_pfeifferinv_diversity_100,2,0.959,0.943,0.967,0.964,0.962,0.945,0.967,0.971,0.967,0.971,0.964
agnews_2000_pfeifferinv_diversity_100,3,0.959,0.952,0.955,0.967,0.964,0.952,0.964,0.976,0.967,0.969,0.964
agnews_2000_pfeifferinv_diversity_100,4,0.971,0.959,0.967,0.962,0.962,0.95,0.962,0.969,0.962,0.969,0.967
agnews_2000_pfeifferinv_diversity_100,5,0.969,0.957,0.955,0.971,0.967,0.945,0.957,0.974,0.978,0.978,0.962
agnews_2000_pfeifferinv_diversity_100,6,0.962,0.955,0.952,0.955,0.957,0.947,0.957,0.962,0.959,0.969,0.964
agnews_2000_pfeifferinv_diversity_100,7,0.967,0.952,0.957,0.947,0.957,0.955,0.962,0.964,0.957,0.967,0.962
agnews_2000_pfeifferinv_diversity_100,8,0.967,0.957,0.964,0.957,0.969,0.959,0.957,0.967,0.964,0.967,0.957
agnews_2000_pfeifferinv_diversity_100,9,0.959,0.955,0.964,0.959,0.962,0.95,0.964,0.967,0.959,0.971,0.959
agnews_2000_pfeifferinv_diversity_100,10,0.969,0.952,0.967,0.964,0.959,0.959,0.967,0.971,0.959,0.962,0.955
agnews_2000_pfeifferinv_diversity_100,11,0.962,0.957,0.959,0.964,0.964,0.957,0.955,0.971,0.967,0.964,0.955
agnews_2000_pfeifferinv_diversity_100,12,0.964,0.959,0.962,0.952,0.971,0.947,0.959,0.967,0.959,0.962,0.957
agnews_2000_pfeifferinv_diversity_100,13,0.959,0.943,0.962,0.957,0.962,0.95,0.964,0.967,0.964,0.964,0.959
agnews_2000_pfeifferinv_diversity_100,14,0.967,0.952,0.957,0.952,0.955,0.952,0.957,0.964,0.955,0.969,0.962
agnews_2000_pfeifferinv_diversity_100,15,0.967,0.962,0.967,0.952,0.967,0.94,0.959,0.971,0.967,0.967,0.969
agnews_2000_pfeifferinv_diversity_100,16,0.969,0.955,0.962,0.971,0.967,0.962,0.964,0.962,0.964,0.964,0.957
agnews_2000_pfeifferinv_diversity_50,1,0.962,0.957,0.964,0.967,0.964,0.945,0.969,0.969,0.957,0.959,0.962
agnews_2000_pfeifferinv_diversity_50,2,0.959,0.943,0.959,0.967,0.969,0.95,0.957,0.969,0.967,0.971,0.969
agnews_2000_pfeifferinv_diversity_50,3,0.959,0.952,0.957,0.964,0.964,0.955,0.967,0.967,0.964,0.964,0.967
agnews_2000_pfeifferinv_diversity_50,4,0.971,0.952,0.959,0.957,0.964,0.957,0.969,0.964,0.964,0.969,0.967
agnews_2000_pfeifferinv_diversity_50,5,0.969,0.957,0.945,0.964,0.959,0.95,0.974,0.971,0.959,0.971,0.964
agnews_2000_pfeifferinv_diversity_50,6,0.962,0.955,0.959,0.95,0.962,0.95,0.952,0.964,0.959,0.969,0.962
agnews_2000_pfeifferinv_diversity_50,7,0.967,0.952,0.957,0.967,0.967,0.955,0.957,0.967,0.962,0.969,0.964
agnews_2000_pfeifferinv_diversity_50,8,0.967,0.957,0.964,0.969,0.969,0.964,0.969,0.969,0.962,0.962,0.957
agnews_2000_pfeifferinv_diversity_50,9,0.959,0.952,0.967,0.952,0.959,0.959,0.952,0.969,0.967,0.964,0.957
agnews_2000_pfeifferinv_diversity_50,10,0.969,0.952,0.967,0.967,0.964,0.957,0.964,0.971,0.959,0.969,0.962
agnews_2000_pfeifferinv_diversity_50,11,0.962,0.957,0.959,0.959,0.964,0.962,0.967,0.974,0.964,0.962,0.964
agnews_2000_pfeifferinv_diversity_50,12,0.964,0.959,0.955,0.95,0.957,0.957,0.962,0.964,0.955,0.967,0.964
agnews_2000_pfeifferinv_diversity_50,13,0.959,0.943,0.964,0.95,0.967,0.95,0.964,0.969,0.964,0.969,0.964
agnews_2000_pfeifferinv_diversity_50,14,0.967,0.955,0.962,0.967,0.964,0.938,0.955,0.962,0.959,0.962,0.955
agnews_2000_pfeifferinv_diversity_50,15,0.967,0.962,0.959,0.957,0.967,0.94,0.964,0.974,0.971,0.967,0.964
agnews_2000_pfeifferinv_diversity_50,16,0.969,0.955,0.957,0.971,0.967,0.952,0.957,0.964,0.964,0.964,0.957
agnews_2000_pfeifferinv_diversity_500,1,0.962,0.957,0.964,0.969,0.969,0.952,0.962,0.974,0.962,0.976,0.959
agnews_2000_pfeifferinv_diversity_500,2,0.959,0.943,0.962,0.964,0.967,0.955,0.957,0.959,0.962,0.971,0.964
agnews_2000_pfeifferinv_diversity_500,3,0.959,0.952,0.959,0.964,0.964,0.947,0.964,0.971,0.962,0.971,0.969
agnews_2000_pfeifferinv_diversity_500,4,0.971,0.962,0.964,0.969,0.969,0.957,0.974,0.967,0.964,0.967,0.962
agnews_2000_pfeifferinv_diversity_500,5,0.969,0.957,0.967,0.971,0.964,0.95,0.964,0.974,0.971,0.969,0.962
agnews_2000_pfeifferinv_diversity_500,6,0.962,0.955,0.952,0.943,0.955,0.94,0.957,0.969,0.969,0.967,0.955
agnews_2000_pfeifferinv_diversity_500,7,0.967,0.952,0.957,0.959,0.962,0.957,0.967,0.962,0.957,0.967,0.967
agnews_2000_pfeifferinv_diversity_500,8,0.967,0.957,0.964,0.969,0.962,0.959,0.962,0.967,0.95,0.969,0.959
agnews_2000_pfeifferinv_diversity_500,9,0.959,0.955,0.962,0.962,0.95,0.945,0.947,0.967,0.962,0.967,0.959
agnews_2000_pfeifferinv_diversity_500,10,0.969,0.952,0.959,0.957,0.964,0.947,0.964,0.967,0.964,0.967,0.967
agnews_2000_pfeifferinv_diversity_500,11,0.962,0.957,0.959,0.967,0.964,0.959,0.955,0.969,0.962,0.967,0.962
agnews_2000_pfeifferinv_diversity_500,12,0.964,0.959,0.957,0.957,0.971,0.952,0.967,0.969,0.957,0.971,0.964
agnews_2000_pfeifferinv_diversity_500,13,0.959,0.943,0.962,0.95,0.962,0.94,0.967,0.967,0.962,0.969,0.969
agnews_2000_pfeifferinv_diversity_500,14,0.967,0.952,0.959,0.967,0.964,0.955,0.967,0.962,0.95,0.959,0.957
agnews_2000_pfeifferinv_diversity_500,15,0.967,0.962,0.955,0.947,0.967,0.957,0.964,0.971,0.964,0.971,0.959
agnews_2000_pfeifferinv_diversity_500,16,0.969,0.955,0.957,0.969,0.95,0.95,0.962,0.969,0.959,0.964,0.967
agnews_2000_pfeifferinv_random_10,1,0.962,0.957,0.957,0.945,0.95,0.933,0.943,0.945,0.969,0.964,0.967
agnews_2000_pfeifferinv_random_10,2,0.959,0.95,0.955,0.955,0.957,0.931,0.947,0.945,0.952,0.957,0.952
agnews_2000_pfeifferinv_random_10,3,0.959,0.945,0.959,0.947,0.95,0.943,0.945,0.94,0.964,0.964,0.967
agnews_2000_pfeifferinv_random_10,4,0.971,0.95,0.967,0.952,0.952,0.938,0.957,0.952,0.957,0.967,0.964
agnews_2000_pfeifferinv_random_10,5,0.969,0.95,0.959,0.947,0.964,0.931,0.955,0.947,0.964,0.952,0.955
agnews_2000_pfeifferinv_random_10,6,0.962,0.957,0.957,0.952,0.94,0.928,0.938,0.938,0.943,0.947,0.955
agnews_2000_pfeifferinv_random_10,7,0.967,0.962,0.957,0.947,0.952,0.935,0.95,0.95,0.959,0.957,0.957
agnews_2000_pfeifferinv_random_10,8,0.967,0.955,0.959,0.945,0.95,0.926,0.943,0.943,0.952,0.957,0.959
agnews_2000_pfeifferinv_random_10,9,0.959,0.95,0.95,0.95,0.952,0.935,0.94,0.935,0.952,0.94,0.947
agnews_2000_pfeifferinv_random_10,10,0.969,0.945,0.943,0.952,0.95,0.935,0.947,0.947,0.947,0.945,0.952
agnews_2000_pfeifferinv_random_10,11,0.962,0.957,0.952,0.952,0.955,0.938,0.947,0.943,0.967,0.962,0.962
agnews_2000_pfeifferinv_random_10,12,0.964,0.95,0.964,0.947,0.955,0.933,0.947,0.945,0.955,0.938,0.959
agnews_2000_pfeifferinv_random_10,13,0.959,0.945,0.947,0.95,0.955,0.935,0.95,0.95,0.955,0.95,0.955
agnews_2000_pfeifferinv_random_10,14,0.967,0.947,0.957,0.955,0.962,0.938,0.957,0.95,0.962,0.943,0.955
agnews_2000_pfeifferinv_random_10,15,0.967,0.947,0.943,0.945,0.938,0.933,0.95,0.943,0.957,0.95,0.955
agnews_2000_pfeifferinv_random_10,16,0.969,0.959,0.943,0.947,0.943,0.938,0.952,0.952,0.952,0.947,0.947
agnews_2000_pfeifferinv_random_100,1,0.962,0.957,0.957,0.947,0.95,0.928,0.947,0.947,0.964,0.957,0.955
agnews_2000_pfeifferinv_random_100,2,0.959,0.95,0.947,0.95,0.952,0.931,0.94,0.947,0.959,0.962,0.952
agnews_2000_pfeifferinv_random_100,3,0.959,0.945,0.95,0.947,0.943,0.938,0.955,0.955,0.967,0.962,0.964
agnews_2000_pfeifferinv_random_100,4,0.971,0.95,0.962,0.959,0.959,0.931,0.955,0.952,0.959,0.967,0.962
agnews_2000_pfeifferinv_random_100,5,0.969,0.955,0.962,0.955,0.959,0.94,0.957,0.952,0.952,0.955,0.95
agnews_2000_pfeifferinv_random_100,6,0.962,0.957,0.95,0.957,0.95,0.943,0.95,0.943,0.952,0.955,0.945
agnews_2000_pfeifferinv_random_100,7,0.967,0.962,0.955,0.952,0.952,0.935,0.95,0.95,0.962,0.957,0.964
agnews_2000_pfeifferinv_random_100,8,0.967,0.955,0.955,0.95,0.945,0.935,0.947,0.955,0.967,0.962,0.959
agnews_2000_pfeifferinv_random_100,9,0.959,0.945,0.955,0.955,0.95,0.935,0.95,0.947,0.955,0.955,0.955
agnews_2000_pfeifferinv_random_100,10,0.969,0.945,0.95,0.95,0.95,0.933,0.94,0.935,0.952,0.947,0.945
agnews_2000_pfeifferinv_random_100,11,0.962,0.957,0.95,0.955,0.957,0.94,0.95,0.95,0.962,0.959,0.962
agnews_2000_pfeifferinv_random_100,12,0.964,0.95,0.962,0.952,0.955,0.94,0.947,0.943,0.957,0.955,0.964
agnews_2000_pfeifferinv_random_100,13,0.959,0.945,0.952,0.952,0.952,0.933,0.957,0.952,0.952,0.95,0.95
agnews_2000_pfeifferinv_random_100,14,0.967,0.947,0.959,0.95,0.957,0.935,0.95,0.945,0.959,0.945,0.959
agnews_2000_pfeifferinv_random_100,15,0.967,0.95,0.938,0.955,0.945,0.938,0.947,0.95,0.95,0.943,0.95
agnews_2000_pfeifferinv_random_100,16,0.969,0.959,0.947,0.945,0.945,0.935,0.94,0.938,0.955,0.945,0.957
agnews_2000_pfeifferinv_random_50,1,0.962,0.957,0.955,0.945,0.95,0.931,0.945,0.945,0.962,0.962,0.959
agnews_2000_pfeifferinv_random_50,2,0.959,0.947,0.928,0.952,0.95,0.935,0.94,0.94,0.955,0.957,0.962
agnews_2000_pfeifferinv_random_50,3,0.959,0.945,0.95,0.947,0.947,0.943,0.945,0.947,0.955,0.955,0.957
agnews_2000_pfeifferinv_random_50,4,0.971,0.95,0.959,0.955,0.955,0.935,0.95,0.952,0.959,0.964,0.962
agnews_2000_pfeifferinv_random_50,5,0.969,0.959,0.947,0.957,0.957,0.933,0.959,0.952,0.955,0.962,0.957
agnews_2000_pfeifferinv_random_50,6,0.962,0.957,0.947,0.955,0.952,0.933,0.945,0.943,0.957,0.95,0.945
agnews_2000_pfeifferinv_random_50,7,0.967,0.962,0.952,0.955,0.952,0.935,0.945,0.947,0.947,0.952,0.955
agnews_2000_pfeifferinv_random_50,8,0.967,0.955,0.955,0.947,0.957,0.931,0.95,0.945,0.955,0.967,0.952
agnews_2000_pfeifferinv_random_50,9,0.959,0.947,0.952,0.95,0.947,0.931,0.947,0.94,0.955,0.95,0.947
agnews_2000_pfeifferinv_random_50,10,0.969,0.945,0.952,0.955,0.952,0.935,0.955,0.947,0.952,0.955,0.969
agnews_2000_pfeifferinv_random_50,11,0.962,0.957,0.947,0.945,0.95,0.938,0.938,0.935,0.957,0.957,0.957
agnews_2000_pfeifferinv_random_50,12,0.964,0.95,0.959,0.95,0.952,0.935,0.947,0.947,0.955,0.957,0.957
agnews_2000_pfeifferinv_random_50,13,0.959,0.945,0.957,0.943,0.95,0.933,0.94,0.947,0.952,0.947,0.952
agnews_2000_pfeifferinv_random_50,14,0.967,0.947,0.959,0.947,0.955,0.933,0.952,0.95,0.957,0.95,0.955
agnews_2000_pfeifferinv_random_50,15,0.967,0.952,0.95,0.95,0.943,0.935,0.943,0.95,0.952,0.945,0.945
agnews_2000_pfeifferinv_random_50,16,0.969,0.959,0.94,0.952,0.945,0.938,0.95,0.947,0.955,0.959,0.957
agnews_2000_pfeifferinv_random_500,1,0.962,0.957,0.95,0.943,0.955,0.931,0.945,0.95,0.969,0.969,0.969
