text,label,document,year,annotator
"Besonders bedeutend sind das Preisniveau der Produkte, die angebotenen Produktinformationen und die Bedienbarkeit der Plattform.",1,67258,2003,10
"Dennoch hat sich die Situation gegenüber dem Vorjahr eher verschlechtert als ver-bessert: Vögel der Agrarlandschaft und Bodenbrüter befinden sich weiter auf dem abstei-genden Ast"" fasste die BfN-Präsidentin Prof. Beate Jessel die Situation bei den Brutvögeln zusammen.",0,348433,2009,10
Zum Projekt digit-DL ist ein Verbundprojekt unter Leitung des ISF München und in Zusammenarbeit mit der IG Metall.,0,645155,2016,10
"Österreichs Alternativenergie-Potenzial kann relativ kostengünstig erschlossen werden, daher wäre eine Verfehlung der 34%-Vorgabe und ein damit verbundener möglicherweise teurer Zukauf von Erneuerbaren Anteilen aus anderen Staaten wirtschaftlich unklug.",0,522990,2013,10
"Inwieweit die Bildung von neuen Nervenzellen im erwachsenen Gehirn spezielle Mechanismen erfordert, und welches diese sind, war bislang unbekannt.",0,547314,2013,10
"Das IQWiG hat die erst seit Kurzem verfügbare, in Japan durchgeführte Studie bewertet und seine Erkenntnisse am 19. Februar 2008 in Form eines Arbeitspapiers publiziert.",0,247540,2008,10
Herausragende Rolle der „Selbstwirksamkeit“ Dabei zeigte die „Selbstwirksamkeit“ eine herausragende Rolle im Kontext von Eigenverantwortung und freiwilligem Arbeitsengagement.,2,468896,2012,10
"Woche geboren werden sind, werden als „sehr kleine Frühgeborene“ bezeichnet, und solche, die weniger wiegen als 1000 Gramm als „extrem kleine Frühgeborene“.",0,450177,2011,10
"Generell hat die Grundlagenforschung in der Tumorimmunologie mit der Entwicklung neuer Konzepte in der Tumorimmuntherapie bis hin zur Durchführung von klinischen Studien mit dem Schwerpunkt auf dem Melanom eine langjährige Tradition in der Universitätsmedizin Mainz, z.B. im Sonderforschungsbereich 432 mit der Tumorimmunologie und experimentellen Therapie als Schwerpunkt.",0,535317,2013,10
"Ergebnis: Die Störung der Betriebsbedingungen bringt über Plasmainstabilitäten den Brennvorgang sofort zum Erlöschen; die Nachwärme in den Wänden reicht nicht aus, um Bauteile stark zu schwächen oder gar zu schmelzen.",0,145375,2006,10
"Einerseits ermöglicht das Online-Tool, die eigene Innovationsfähigkeit zu verbessern, andererseits gilt es, diese aber auch dauerhaft beibehalten und überprüfen zu können.",0,389870,2010,10
Aufgrund seines einzigartigen Wirkmechanismus der „intelligenten Gefäßweitstellung“ führt es insbesondere in erkrankten Gefäßen zur Wiederherstellung der Funktion.,2,545063,2013,10
Mit Blick in die Zukunft ihres Landes sind die Italiener mit 35 Prozent wiederum am optimistischsten.,0,263257,2008,10
Die IGSN möchte mit diesem Preis junge und talentierte Neurowissenschaftler schon in der Frühphase ihrer Karriere fördern.,0,157524,2006,10
"Die größten Unterschiede zwischen Frauen und Männern zeigen sich bei der deutlich höheren Bedeutung von „Geld“ und „Macht“ bei den Männern sowie „Image“, „ethische Werte“ und „Kontakt zu Freunden“ bei Frauen.",0,412370,2011,10
"- Konsequente Überwachung der Versicherungspflicht, etwa durch einen Abgleich von Meldedaten und Versichertenlisten.",0,291121,2008,10
Die übrigen Zellen sterben ab.,0,183449,2006,10
"Content Provider und Endnutzer zahlen Preise wie bisher, solange sie auf dem „Best Effort“-Niveau bleiben.",0,406613,2011,10
"Viele Nutzer, die einen Internet-via-Satellit-Zugang verwenden, sind sich offenbar dieser Gefahr nicht bewusst.",1,92384,2004,10
"Für Patienten mit Dickdarmkarzinom zeigten die Autoren zunächst in Arbeiten, die an Tumor- und Normalgeweben von Patienten durchgeführt wurden, dass bestimmte molekulare Regulatoren des Urokinase-Rezeptorgens (u-PAR, ein entscheidender Faktor der Tumorprogression und Metastasierung) in einer relevanten Subgruppe von Patienten hauptsächlich im Tumorgewebe, nicht jedoch in korrespondierendem Normalgewebe aktiv sind.",0,228806,2007,10
"Die Befragten sind zwar mit ihren Qualitätsmodellen tendenziell zufrieden, sehen jedoch viel Spielraum für Verbesserungen.",0,363416,2010,10
"75 000 Arbeitsplätze hat die Dienstleistungswirtschaft des Ruhrgebietes in den letzten drei Jahren geschaffen, die Dienstleistungen tragen mittlerweile mehr als zwei Drittel (67 %) aller sozialversicherungspflichtigen Arbeitsplätze zur Gesamtwirtschaft der Region bei.",0,57966,2003,10
"Ich habe mich selbst in Gesprächen mit den Schulen und der Schulaufsicht im Modell davon überzeugen können, dass diese Freiheiten verantwortungsvoll und kreativ im Interesse der Schülerinnen und Schüler genutzt werden.",0,161353,2006,10
Im rekonstruierten Warschauer Zentrum mit seiner historistischen Fassade hat der bloße Schein des Historischen immer noch Vorrang vor „echtem“ Denkmalschutz.,1,425276,2011,10
Ministerin stellt Bundesbericht Forschung und Innovation im Kabinett vor/ Investitionen in Forschung sichern Standort Deutschland Bundesforschungsministerin Annette Schavan hat am Mittwoch im Kabinett den Bundesbericht Forschung und Innovation (BUFI) vorgestellt.,0,370249,2010,10
"Hierdurch konnte eine arten-reiche Kulturlandschaft mit landschaftstypischen Lebensräumen wie Mooren, Binnendünen und Buchenmischwäldern in der Region erhalten und somit ein wichtiger Beitrag zur Förderung der biologischen Vielfalt geleistet werden.",1,483148,2012,10
Zwischen April 2007 und September 2008 haben rund 120 000 zuvor Nichtversicherte wieder Versicherungsschutz gefunden.,0,291121,2008,10
"Gerade um die negativen Aspekte von Perfektionismus abzupuffern, muss der Athlet in der Lage sein, seine Emotionen zu regulieren, und dabei kann der Sportpsychologe den Sportler unterstützen"", erläutert Stoll die Forschungsergebnisse und deren Bedeutung.",0,282648,2008,10
"Dieses Programm richtet sich an Lerner mit guten Grundkenntnissen auf mindestens Niveau B1, die sich – sei es im Studium oder der innerbetrieblichen Weiterbildung – auf die fremdsprachliche Bewältigung ihrer ingenieurwissenschaftlichen Tätigkeit vorbereiten möchten.",0,638655,2015,10
Das Publizieren und Auffinden geeigneter Dienste auf der Plattform wird durch eine im Projekt geleistete Weiterentwicklung der Dienstbeschreibungssprache Unified Service Description Language (USDL) gewährleistet.,0,594324,2014,10
Medizinische Leistungen mit unterschiedlichen Effekten oder Nebenwirkungen lassen sich damit grob vergleichen; möglich sind auch indikations- und technologieübergreifende Vergleiche.,0,470200,2012,10
Die fluktuierenden Erneuerbaren benötigen im neuen Stromsystem vielfältige Flexibilitätsoptionen zur Über¬brückung von Angebotslücken und -überschüssen.,0,540213,2013,10
Zugleich bewertet das Forscherteam aber auch das wirtschaftliche Potential unterschiedlicher Landnutzungen.,0,121504,2005,10
"Konzepten mit Fremdevaluation wird dagegen eine wesentlich geringere Bedeutung zugewiesen: 29% orientieren sich an den Vorgaben der ISO 9000, 24% an Qualitäts- und Gütesiegeln, 22% halten Wettbewerbe für einen angemessenen Weg und 15% orientieren sich am Modell der European Foundation for Quality Management (EFQM-Modell).",0,56332,2002,10
– Mehr sozialversicherungspflichtige Jobs insbesondere in Niedriglohnbranchen – Den prozentual größten Zuwachs weist mit dem Gastgewerbe eine „klassische Niedriglohnbranche“ auf.,0,637553,2015,10
"Für diesen wichtigen Schritt wünschte der Minister den ""patenten Erfindern"" viel Glück und versprach die Unterstützung des Landes.",1,186419,2006,10
"Mittels Technologiegründerstipendien wird die Gründung von Start-Ups aus dem Hochschulbereich heraus unterstützt, der Europäische Fonds für Regionale Entwicklung (EFRE) stellt hierfür 43,7 Mio. Euro zur Verfügung.",0,634555,2015,10
"Neben dem Aufbau von Demonstratoren verfolgen die Projektpartner eine umfassende Charakterisierung der Galliumnitrid-Transistoren, um ein weitgehendes Verständnis der Korrelationen von Herstellung einerseits und strukturellen, elektrischen und thermischen Eigenschaften andererseits zu erreichen.",0,592126,2014,10
"Der Niedriglohnsektor ist auf ein auch im europäischen Vergleich sehr hohes Niveau gewachsen: So lag der Anteil der Beschäftigten mit Stundenlöhnen unter 8,50 Euro 2012 zwischen knapp 14 und knapp 20 Prozent – je nachdem, ob die vertraglichen oder die tatsächlichen Arbeitszeiten zugrunde gelegt wurden.",1,592767,2014,10
Von den weltweit beschriebenen 340.000 Pflanzenarten werden etwa 30.000 als für den Menschen nutzbar eingeschätzt.,0,227776,2007,10
Die Sicherheit von Bauwerken ist aus hauptsächlich zwei Gründen keine einfache Angelegenheit.,0,51804,2002,10
"„Unser Verständnis von Innovation schließt neben technischen Prozessinnovationen ebenso Produktinnovationen, Dienstleistungsinnovationen und organisatorische Innovationen ein.",0,575663,2014,10
"Weiterhin steigen im ökonomischen Modell durch höhere Löhne die Motivation, die Leistung sowie die Betriebsbindung der Beschäftigten.",0,592767,2014,10
"Das Fraunhofer-Institut für System- und Innovationsforschung ISI untersucht Marktpotenziale technischer Entwicklungen und deren Auswirkungen auf Wirtschaft, Staat und Gesellschaft.",0,161084,2006,10
Niedrige Stundenlöhne und kurze Arbeitszeiten kommen häufig zusammen.,0,284575,2008,10
Durch die Nutzung von Strom aus Erneuerbaren Energien und Methanol aus Biomasse fallen die Emissionen insgesamt sehr gering aus.,0,633229,2015,10
"Das Ergebnis der Studie erscheint in der aktuellen April-Ausgabe des renommierten amerikanischen Journal of Consumer Research mit dem Titel ""The Effects of Thin and Heavy Media Images on Overweight and Underweight Consumers: Social Comparison Processes and Behavioral Implications"".",1,361714,2010,10
"wIRA bewirkt eine Verbesserung aller drei entscheidender Faktoren Sauerstoffteildruck im Gewebe, Gewebetemperatur und Gewebedurchblutung.",0,173140,2006,10
"Green Services bezeichnen in der Studie Dienstleistungen, bei deren Angebot und Nutzung ökologische, ökonomische und soziale Nachhaltigkeit zentrale Zielkriterien darstellen.",0,469787,2012,10
Metu befindet sich in der Nähe eines Wildkaffeewaldes im Südwesten Äthiopiens.,0,228935,2007,10
19 bundesweit tätige Naturschutzverbände sowie 11 Stiftungen stellen wichtige Projekte vor.,1,532272,2013,10
"Insgesamt zeichnet sich ein positives Bild, die Nutzer sind von Elektrofahrzeugen begeistert: Die Befragten gaben an, dass diese nützlich im Alltag und sowohl beim Fahren als auch beim Laden einfach zu handhaben sind.",2,460670,2012,10
"Bei den Interviews, die im Rahmen des Forschungsprojektes geführt wurden, stießen die Frankfurter Wissenschaftler häufig auf Widersprüche zwischen Selbstentfaltung und ökonomischem Kalkül: Personen scheitern in ihrem Wunsch, sich beruflich selbst zu verwirklichen, an den Flexibilitätsanforderungen heutiger Arbeitsmärkte.",3,243546,2008,10
"Darüber hinaus war es uns sehr wichtig, dass durch einen niedrigen Energieverbrauch und ein effizientes Kühlkonzept der CO2-Ausstoß des Systems minimal gehalten werden kann.",1,464865,2012,10
"Im Jahr 2010 wurden 1,62 Mio. Euro Drittmittel verausgabt.",0,404121,2011,10
"Hintergrund: Zuversichtsstudie Basis der Allianz Zuversichtsstudie, einer gemeinschaftlich durchgeführten Untersuchung der Allianz Deutschland AG und der Universität Hohenheim, sind repräsentative monatliche Befragungen mit jeweils mindestens 500 - 1.000 Interviewpartnern.",0,578477,2014,12
Damit leisten wir einen wichtigen Beitrag zur Wettbewerbsfähigkeit unserer Industrie und tragen nachhaltig zur Stärkung des Wirtschaftsstandortes Deutschland bei.“ Im ersten Installationsschritt basiert der Höchstleistungsrechner am HLRS auf der Cray XE6 Supercomputer-Technologie und auf dem AMD Interlagos-Prozessor.,1,464865,2012,12
"Anonymisierung, Transparenz und Entmystifizierung würden im Umgang mit Chancengleichheit im Wissenschaftsbetrieb vieles verändern, meinen Susanne Baer (CEWS), Jutta Dalhoff (HU Berlin) und Junge Akademie-Mitglied Tilman Brück (DIW Berlin).",1,299845,2009,12
Haben Sie noch Fragen?,0,24796,2000,12
Mit dem bundesweit höchsten Wert von 72 Prozent (plus vier Prozentpunkte) erreicht der Südwesten auch hier den ersten Platz und ist somit doppelter Sieger – bei der Zuversicht für Deutschland wie auch für das persönliche Leben.,1,552113,2013,12
"Die drei Sprecher des Verbundes - Prof. Dr. Klaus Drechsler (TU München und Fraunhofer-Projektgruppe „Funktionsintegrierter Leichtbau“ Augsburg), Dr. Markus Lang (Voith Composites) und Prof. Dr. André Baeten (Hochschule Augsburg) - zeigten sich gemeinsam mit allen Beteiligten hoch zufrieden mit dem äußerst positiven Befund des mit renommierten Experten aus Industrie und Wissenschaft besetzten Gutachtergremiums: „FORCiM³A ist eine Marke in der Region geworden“, resümierte Professor Drechsler.",2,634631,2015,12
"Wenn Kommunen sich dies vor Augen führen, sehen sie womöglich neuen Spielraum, Klimaschutz vor Ort voranzubringen.“ Die Energiewende: Fachkräftemangel kann sie verlangsamen Voraussetzung für das Gelingen der Energiewende und für das Entstehen von kommunaler Wertschöpfung ist allerdings, dass ausreichend viele Unternehmen in der Region ansässig sind, um die Nachfrage nach energetischer Gebäudesanierung zu decken.",3,612616,2014,12
"Im Zweifel mit dem Anbieter sprechen ""Vertrauliche Daten sollten unbedingt vor der Übertragung durch öffentliche Netze geschützt, das heißt verschlüsselt werden.",0,92384,2004,12
"Interessanterweise finden sich unter denjenigen Unternehmen, die eine moderne Finanzierungsstruktur unter Einschluss von Mischformen zwischen Eigen- und Fremdkapital (mezzanine Instrumente) aufweisen, besonders oft die innovativeren Unternehmertypen.",0,174296,2006,12
Mit den sechs Pilotprojekten aus der ersten Förderrunde stehen damit jetzt insgesamt 17 Initiativen in den Neuen Ländern für Spitzenforschung und Innovation.,0,315873,2009,12
"Außerdem beinhaltet Sonnenlicht im sichtbaren Bereich auch hohe wirksame Bestrahlungsstärken für vom Körper gebildetem Protoporphyrin IX, die mit und ohne Sauerstoff in photooxydativen Reaktionen reagieren können und auf diese Weise eine milde Form einer Photodynamischen Therapie (PDT) bewirken, das Immunsystem beeinflussen oder geschädigte Zellen zu einem programmierten Zelltod bringen können.",0,103473,2005,12
Im Gegensatz dazu ist die Neutronenverteilung aufgrund der Ladungsneutralität der Neutronen schwierig zu messen.,3,640713,2015,12
"„Fiberio weiß, wer welche Rechte hat und erlaubt oder sperrt den Zugriff - unsichtbar und im Hintergrund“, ergänzte der HPI-Masterstudent.",0,566055,2013,12
Einen Überblick über die Ergebnisse der Nutzenbewertung des IQWiG gibt folgende Kurzfassung.,0,646949,2016,12
"„Wir haben untersucht, ob die Erkenntnis vorteilhafter Handlungsmöglichkeiten stimuliert und erweitert wird, wenn sich Menschen vor Entscheidungen zunächst einmal Rechenschaft darüber geben, welche Ziele sie eigentlich erreichen wollen.",0,637479,2015,12
"„Sicherlich kann man vom Know-How und von den Erfahrungen aus verschiedenen Ländern lernen, aber konkrete Maßnahmen und Vorschläge kann man immer nur entwickeln, wenn man sich die Situation einer Stadt ganz genau ansieht“, meint Rudolf Giffinger.",3,547666,2013,12
Im Dezember 2007 waren es hingegen beinahe doppelt so viele (22%).,0,294709,2008,12
"Anders verhält es sich mit der persönlichen Erfüllung, die sich viele Anhänger vom Einsatz für den IS versprechen.",3,642209,2015,12
Diese Beobachtung machten die Forscher seit vielen Jahren.,0,502305,2012,12
"Letzteres erforderte eine generalstabsmäßige Logistik, um diese Zellen aus allen beteiligten über ganz Europa verstreuten Studienzentren in gutem Zustand tiefgefroren zur Analyse nach Tübingen zu bringen.",1,489963,2012,12
"Andererseits geht es für Timmerer besonders um die so genannte „Quality of Experience“: Eine Innovation im Bereich der Multimedia-Kommunikation sei demnach nur dann erfolgreich, wenn sie vom Nutzer auch als qualitätsvoll erlebt wird.",3,625240,2015,12
"Durch diese Vorgehensweise wird veranschaulicht, was Hersteller beim Aufbau eines Geschäftsfelds für Dienstleistungen im Vergleich zum bisherigen Produktgeschäft ändern müssen.",0,341958,2009,12
"Die Kenntnis der gesundheitlichen Risiken ionisierender Strahlung bei niedrigen Dosen und Dosisleistungen ist wichtig, um einen wirksamen Schutz vor deren nachteiligen Folgen vorzusehen, Schutzmaßnahmen zu optimieren und den Nutzen der Anwendung von Strahlung und radioaktiven Stoffen in Medizin, Industrie und Forschung zu maximieren.",1,75785,2004,12
"""Was nicht aktiv genutzt - z.B. angebaut, gehalten, aber auch verarbeitet, gekauft oder gegessen wird, ist letztlich vom Aussterben bedroht.",0,227776,2007,12
"In dem Beitrag in der neuesten Ausgabe der Proceedings of the National Academy of Sciences of the United States of America (PNAS) legen die Wissenschaftler die detaillierten Ergebnisse eines multi-interdisziplinären Ansatzes vor, der Archäologie, Physische Anthropologie, Molekulargenetik (aDNA) und Biogeochemie (stabile Isotopen) umfasst.",0,289453,2008,12
"Schaedel und R. Bartz für den industriellen Einsatz ein Verfahren, das die Fehleinstellung von PI-Reglern in einem geschlossenen Regelkreis erkennt und schrittweise eine optimale Reglereinstellung herbeiführt.",0,27629,2000,12
"Dennoch besteht nach wie vor ein erheblicher Optimierungsbedarf, um insbesondere bei Patienten mit hohem Kariesrisiko eine nachhaltige Kariesprophylaxe sicherzustellen.",1,396586,2010,12
Bei der durch mathematische Modelle unterstützten Auswertung arbeiteten die MHH-Forscher eng mit Wissenschaftlern des Helmholtz-Zentrums für Infektionsforschung (HZI) in Braunschweig zusammen.,0,645813,2016,12
"Forscher des Instituts für Immunologie der Medizinischen Hochschule Hannover (MHH) fanden nun in Zusammenarbeit mit Kollegen des Center for Biomedical Research der Harvard Medical School in Boston heraus, dass Signale eines ganz bestimmten Antennenmoleküls, des Chemokinrezeptors CCR7, die T-Lymphozyten bei ihrer Wanderung deutlich schneller machen.",0,203532,2007,12
Schlussfolgerungen für die Entwicklungsbedingungen altenbezogener Dienstleistungen runden den Band ab.,0,78869,2004,12
In dem jetzt vorgestellten Gutachten nimmt der Beirat erstmals zu allen relevanten Bereichen des Umweltplans Stellung.,0,117382,2005,12
"Hier sind Einsparungen von 6 bis 19 Prozent der heutigen Kosten vorstellbar, wenn die EU-Staaten sich auf „Botschaften mit 28 Flaggen“ einlassen würden.",3,543085,2013,12
"Wissenschaftlern aus der Arbeitsgruppe um Prof. Michael Stephan und Helmut Dorschner vom Leibniz-Institut für Polymerforschung Dresden (IPF) ist es nunmehr gelungen, die Herstellung des Kunststoffendproduktes unmittelbar mit der elektronenstrahlinduzierten Veränderung der Werkstoffeigenschaften zu verbinden.",0,160381,2006,12
"Dabei geht es um die Einschätzung der Fähigkeit, Absichten – seien sie gut oder schlecht - auch umzusetzen.",0,636586,2015,12
Als Referenzpunkt wird das Lohnniveau berufsfachlich qualifizierter Vollzeiterwerbstätiger in der Metallindustrie genommen.,0,537182,2013,12
"„Dem Einstieg in die private Vorsorge als Standardsäule des Rentensystems liegt eine Illusion zugrunde“, erklärt Prof. Dr. Ingo Bode, der an der Universität Kassel das Fachgebiet Sozialpolitik leitet, „nämlich die Vorstellung, die Menschen würden vor dem Abschluss einer Police ausgiebig den Markt sondieren, Optionen vergleichen und dann eigenständig ein passendes Produkt auswählen.“ Die Wirklichkeit ist aber eine andere, wie die Ergebnisse der soeben im Campus Verlag erschienenen Untersuchung vor Augen führen.",3,608014,2014,12
„Die Finanz- und Wirtschaftskraft Deutschlands ist nach wie vor groß.,0,469049,2012,12
"Dies ist zwar auch bei der bereits länger bekannten Klasse der Kupferoxid-Hochtemperatursupraleiter der Fall, aber in den eisenbasierten Materialien unterscheiden sich die Elektronen untereinander in ihrem orbitalen Charakter.",3,573145,2014,12
"Eine weltweite Studie mit Beteiligung der Universität Göttingen hat nun gezeigt, dass Pflanzen besonders viele Früchte und Samen hervor bringen, wenn möglichst viele unterschiedliche Arten frei lebender Bestäuber vorhanden sind.",0,521372,2013,12
Ist das Unternehmen der Zukunft „weiblich“?,1,531704,2013,12
"Der Kurzfilm wird auf der Eröffnungsveranstaltung des ECI 2009 am 13. September erstmalig in der Öffentlichkeit gezeigt und wird dann Interessierten kostenfrei zur Verfügung gestellt, um eine möglichst weite Verbreitung zu ermöglichen.",0,332897,2009,12
"Wichtig ist dabei, die Marktbedingungen in Europa zu berücksichtigen, vor allem die Zugangsregulierung“, erklärt Hans W. Friederiszick, Koautor der Studie „Assessment of a sustainable Internet model for the near future“.",0,406613,2011,12
"Doch letzten Endes ließe sich das Glücklich-Sein nicht an andere delegieren, betont der Glücksforscher.",0,630227,2015,12
"Die Befragung richtete sich an Innovationsverantwortliche in 5 000 Unternehmen aus den Branchen Chemie, Maschinenbau, Informations- und Kommunikationstechnik (IKT) und Umwelttechnik.",0,179237,2006,12
"Wie dies geschehen könnte, dafür bietet der Schützenfisch originelle Anregungen.“ Förderung durch die Deutsche Forschungsgemeinschaft „Unsere Forschungsarbeiten zu den Schützenfischen wurden von der Deutschen Forschungsgemeinschaft großzügig gefördert, der wir dafür ausdrücklich danken“, erklärt Prof. Schuster.",1,602027,2014,12
"Andererseits werden sich mittel- und langfristig zahlreiche neue Berufsmöglichkeiten ergeben: ""Die Zeiten in der Informationstechnologie werden hektisch, und gerade auf Sicherheitsspezialisten kommt viel Arbeit zu.""",1,18127,2000,12
Das Neue daran ist eine Top-Down-Vorgehensweise mit stufenweiser Optimierung und Entscheidungsunterstützung nach mehreren Kriterien.,1,59826,2003,12
"Nun haben wir den Beweis.“, so Dipl.-Ing.",1,608398,2014,12
Insgesamt bewerten die Teilnehmer die Beschaffung über elektronische Marktplätze überaus positiv.,2,67258,2003,12
"""Unser strategisches Ziel ist es, durch innovative Produkt- und Prozessentwicklungen dreißig Prozent Energieeinsparungen in der unmittelbaren Produktion und zwanzig Prozent Emissionssenkung durch geschlossene Energiekreisläufe zu erreichen"", erläutert Prof. Dr. Reimund Neugebauer, Sprecher des Spitzentechnologieclusters.",0,413554,2011,12
"Genau dieser Prozess der Eindrucksbildung über Kundenwünsche während der Verkaufsbegegnung stellt die Verknüpfung des persönlichen Verkaufs mit dem Kerngedanken des Marketing, dem Kundenwunsch, dar.",0,42136,2001,12
"Prof. Richard Fisher (Chicago), Leiter der großen amerikanischen Intergroup-Studie gratulierte der DSHNHL zu dem Durchbruch, ""an dem wir seit vielen Jahren vergeblich gearbeitet haben und den wir fast schon für nicht mehr möglich gehalten haben"".",2,24796,2000,12
"Obwohl Frauen rund die Hälfte der Studienanfänger stellen, liegt ihr Anteil dort bei unter 20 Prozent.",3,217916,2007,12
Sie kontrolliert derzeit Gebiete im Irak und Teile des benachbarten Syriens und verfolgt das Ziel eines grenzübergreifenden islamischen Staates.,0,594334,2014,12
"Virtuelle Realitäten sind längst keine ferne Zukunftsvision mehr - im Gegenteil, in eigens geschaffenen virtuellen Räumen lassen sich Prozesse simulieren und Mitarbeiter trainieren.",1,232633,2007,12
"""Sie definieren sich als Helfer der Lebenden, nicht als jemanden, der die Leiche entsorgt.""",1,70274,2003,12
"Da Infrarotlicht oft auch als Wärmestrahlung bezeichnet wird, könnte man Terahertz-Wellen auch als sanfte, d.h. sehr energiearme Wärmestrahlung bezeichnen.",0,330576,2009,12
Supraleiter dagegen verdrängen Magnetfelder aus ihrem Inneren.,0,607636,2014,12
"Das nächste Kapitel »Integration von Dienstleistungen und neuen Technologien« fasst Herausforderungen, aber auch Chancen zusammen, die sich derzeit für Dienstleistungen aus emergenten technologischen Entwicklungen ergeben.",1,585564,2014,12
"Im Jahr 2001 wurden allerdings noch 9,4 Prozent des Umsatzes mit Marktneuheiten erzielt.",0,148680,2006,12
"Elena Syssoeva kommt in ihrer Arbeit zu dem Ergebnis, dass die sowjetische Besatzungsmacht die deutschen Kulturgüter weder als Beute noch im Zuge der Plünderung in Anspruch nehmen durfte.",3,102961,2005,12
Solche künstlichen Gehirne sollen dann in naher Zukunft in von Lebewesen inspirierten Robotern zum Einsatz kommen.,1,411024,2011,12
"„Es besteht jedoch kein Zweifel, dass ein optimiertes und Biodiversitäts-freundliches Landschaftsmanagement das Wohlergehen von Mensch und Natur verbessern kann.“ Originalveröffentlichung: Bea Maas et al.",2,635216,2015,12
Eine allzu selbstbewusste Überzeugung von der eigenen Expertise geht also mit einem verstärkten Rückschaufehler einher.,3,636056,2015,12
"„Die Ergebnisse im Vergleich der Spielerinnen der ersten Bundesliga und der Regionalligen verdeutlichen eine unverkennbar höhere Wettbewerbsneigung in der Bundesliga“, zeigt Roland Weierstall auf.",1,625208,2015,12
Das Zukunftsforum wurde im Kontext des Arbeitskreises „Herausforderung Unternehmen 2.n – Nachhaltige Strategien für eine global vernetzte Ökonomie“ veranstaltet.,0,512738,2012,12
In diesem Punkt waren sich Hersteller und Händler auf der diesjährigen Zukunftskonferenz Food an der Universität Witten/Herdecke einig.,1,626912,2015,12
In der neuen Aufnahme der Scheibe um HD 100546 haben die Astronomen Belege für diese Hypothese gefunden.,0,521115,2013,12
"Die Studie zeigt, dass Unternehmen mit einem Dienstleistungsumsatz von über fünf Prozent zwischen 2000 und 2002 im Mittel 32 neue Arbeitsplätze schufen, während die Beschäftigtenzahlen in den übrigen Betrieben stagnierten.",0,82470,2004,12
"Das Team des Fachbereichs für Stadt- und Regionalforschung (Department für Raumplanung) wird in den nächsten drei Jahren unter der Leitung von Prof. Rudolf Giffinger daran arbeiten, gemeinsam mit den Technik- und PlanungsexpertInnen vor Ort problemorientierte, innovative Ansätze zur Verbesserung der Energieeffizienz in der Stadtentwicklung zu entwickeln und Handlungsempfehlungen für moderne Konzepte der Stadtplanung zu geben.",1,547666,2013,12
"Die das IPF auszeichnende Kombination von natur- und ingenieurwissenschaftlicher Kompetenz und die moderne Geräte- und Anlagentechnik ermöglichen eine ganzheitliche materialwissenschaftliche Forschung von der Synthese und Modifizierung polymerer Materialien, über die Charakterisierung, theoretische Durchdringung, Verarbeitung und Prüfung bis zur Steuerung der Eigenschaften von Polymermaterialien, Biomaterialien und Verbundwerkstoffen durch gezielte Grenzflächengestaltung.",1,556217,2013,12
"In einer beispielhaften Integration von anspruchsvollem Naturschutz und nachhaltiger Landnutzung soll es gelingen, Rahmenbedingungen zu schaffen und Fördermöglichkeiten zu eröffnen, die langfristig eine stabile Partnerschaft von Naturschutz und Landnutzern ermöglichen.",1,508530,2012,12
"Deutlich bedrückter sind die Menschen in der Hauptstadt (47 Prozent), wenn sie an ihre persönliche Zukunft denken.",1,251843,2008,12
Lange Zeit fehlte es allerdings in Deutschland an umweltpolitischen Impulsen für Wachstum und Innovationen.,3,199472,2007,12
Allerdings blieben die Lohnsteigerungen in den meisten neuen EU-Ländern zum Teil deutlich hinter den nationalen Verteilungsspielräumen zurück.,1,84088,2004,12
"Branchen wie EDV/Telekommunikation, Maschinenbau und Chemie/Pharma/Mineralöl liegen dagegen bei der Innovationsintensität klar zurück.",1,203117,2007,12
"Schon bald wollen die Forscher nachprüfen können, ob die Vorhersagen der neuen Theorie auch für Rechner gelten, die aus in Silizium nachgebildeten künstlichen Neuronen bestehen.",1,450038,2011,12
"Hierzu konnte gezeigt werden, dass nicht allein die wahrgenommene Ähnlichkeit seitens des Kunden von großer Bedeutung für die Forschung ist, sondern auch die seitens der Verkäufer.",3,42136,2001,12
Die Angiogenese spielt im Rahmen der regulären Wundheilung eine entscheidende Rolle.,1,60163,2003,12
Lediglich die Parameter „Intelligenz“ und„Herz-Kreislauf-Leistungsfähigkeit“veränderten sich nicht.,0,520842,2013,12
"Auf dem Paranal betreibt die ESO mit dem Very Large Telescope (VLT) das weltweit leistungsfähigste Observatorium für Beobachtungen im Bereich des sichtbaren Lichts und zwei Teleskope für Himmelsdurchmusterungen: VISTA, das größte Durchmusterungsteleskop der Welt, arbeitet im Infraroten, während das VLT Survey Telescope (VST) für Himmelsdurchmusterungen ausschließlich im sichtbaren Licht konzipiert ist.",2,521115,2013,12
"Das Bild wird kontinuierlich in Position, Größe und Orientierung sowie Objektform, Pose und Beleuchtung angepasst.",0,63215,2003,12
"Bei der Finanzierung plädieren sie für einen Preiskorridor aus Mindestvergütung und Erstattungsobergrenze, dessen Einhaltung ebenso wie die Gewährleistung eines Grundleistungskataloges durch eine gesetzliche Aufsicht zu garantieren sei: ""Das verhindert die Dominanz einzelner Marktteilnehmer"".",0,57215,2002,12
